finance_cd,finance_nm,finance_path,cate_1,cate_2,cate_3,cate_4
00106564033,봉평,신용협동조합\지역신협\지역(강원)\봉평,신용협동조합,지역신협,지역(강원),봉평
00106564045,북원,신용협동조합\지역신협\지역(강원)\북원,신용협동조합,지역신협,지역(강원),북원
00106564103,사북,신용협동조합\지역신협\지역(강원)\사북,신용협동조합,지역신협,지역(강원),사북
00106564011,삼척,신용협동조합\지역신협\지역(강원)\삼척,신용협동조합,지역신협,지역(강원),삼척
00106564099,새철원[폐],신용협동조합\지역신협\지역(강원)\새철원[폐],신용협동조합,지역신협,지역(강원),새철원[폐]
00106564104,서원[폐],신용협동조합\지역신협\지역(강원)\서원[폐],신용협동조합,지역신협,지역(강원),서원[폐]
00106564069,서원주,신용협동조합\지역신협\지역(강원)\서원주,신용협동조합,지역신협,지역(강원),서원주
00106564092,석사[폐],신용협동조합\지역신협\지역(강원)\석사[폐],신용협동조합,지역신협,지역(강원),석사[폐]
00106564095,설악[폐],신용협동조합\지역신협\지역(강원)\설악[폐],신용협동조합,지역신협,지역(강원),설악[폐]
00106564013,속초,신용협동조합\지역신협\지역(강원)\속초,신용협동조합,지역신협,지역(강원),속초
00106564109,속초금강[폐],신용협동조합\지역신협\지역(강원)\속초금강[폐],신용협동조합,지역신협,지역(강원),속초금강[폐]
00106564014,신림[폐],신용협동조합\지역신협\지역(강원)\신림[폐],신용협동조합,지역신협,지역(강원),신림[폐]
00106564085,양구,신용협동조합\지역신협\지역(강원)\양구,신용협동조합,지역신협,지역(강원),양구
00106564021,양양[폐],신용협동조합\지역신협\지역(강원)\양양[폐],신용협동조합,지역신협,지역(강원),양양[폐]
00106564067,여량,신용협동조합\지역신협\지역(강원)\여량,신용협동조합,지역신협,지역(강원),여량
00106564042,영월,신용협동조합\지역신협\지역(강원)\영월,신용협동조합,지역신협,지역(강원),영월
00106564113,예맥                          [폐],신용협동조합\지역신협\지역(강원)\예맥                          [폐],신용협동조합,지역신협,지역(강원),예맥                          [폐]
00106564106,와수[폐],신용협동조합\지역신협\지역(강원)\와수[폐],신용협동조합,지역신협,지역(강원),와수[폐]
00106564010,운교[폐],신용협동조합\지역신협\지역(강원)\운교[폐],신용협동조합,지역신협,지역(강원),운교[폐]
00106564097,원덕[폐],신용협동조합\지역신협\지역(강원)\원덕[폐],신용협동조합,지역신협,지역(강원),원덕[폐]
00106564052,원성영광[폐],신용협동조합\지역신협\지역(강원)\원성영광[폐],신용협동조합,지역신협,지역(강원),원성영광[폐]
00106564061,원성황곡[폐],신용협동조합\지역신협\지역(강원)\원성황곡[폐],신용협동조합,지역신협,지역(강원),원성황곡[폐]
00106564019,원주,신용협동조합\지역신협\지역(강원)\원주,신용협동조합,지역신협,지역(강원),원주
00106564005,원주밝음,신용협동조합\지역신협\지역(강원)\원주밝음,신용협동조합,지역신협,지역(강원),원주밝음
00106564002,원주세교[폐],신용협동조합\지역신협\지역(강원)\원주세교[폐],신용협동조합,지역신협,지역(강원),원주세교[폐]
00106564081,원주자유[폐],신용협동조합\지역신협\지역(강원)\원주자유[폐],신용협동조합,지역신협,지역(강원),원주자유[폐]
00106564034,원주제일,신용협동조합\지역신협\지역(강원)\원주제일,신용협동조합,지역신협,지역(강원),원주제일
00106564050,원주중앙[폐],신용협동조합\지역신협\지역(강원)\원주중앙[폐],신용협동조합,지역신협,지역(강원),원주중앙[폐]
00106564117,원주참빛,신용협동조합\지역신협\지역(강원)\원주참빛,신용협동조합,지역신협,지역(강원),원주참빛
00106564015,인제[폐],신용협동조합\지역신협\지역(강원)\인제[폐],신용협동조합,지역신협,지역(강원),인제[폐]
00106564093,일심[폐],신용협동조합\지역신협\지역(강원)\일심[폐],신용협동조합,지역신협,지역(강원),일심[폐]
00106564008,정선,신용협동조합\지역신협\지역(강원)\정선,신용협동조합,지역신협,지역(강원),정선
00106564003,주문진[폐],신용협동조합\지역신협\지역(강원)\주문진[폐],신용협동조합,지역신협,지역(강원),주문진[폐]
00106564065,진부,신용협동조합\지역신협\지역(강원)\진부,신용협동조합,지역신협,지역(강원),진부
00106564105,철원                          [폐],신용협동조합\지역신협\지역(강원)\철원                          [폐],신용협동조합,지역신협,지역(강원),철원                          [폐]
00106564060,춘천,신용협동조합\지역신협\지역(강원)\춘천,신용협동조합,지역신협,지역(강원),춘천
00106564087,춘천[폐],신용협동조합\지역신협\지역(강원)\춘천[폐],신용협동조합,지역신협,지역(강원),춘천[폐]
00106564100,춘천서부[폐],신용협동조합\지역신협\지역(강원)\춘천서부[폐],신용협동조합,지역신협,지역(강원),춘천서부[폐]
00106564111,춘천중앙[폐],신용협동조합\지역신협\지역(강원)\춘천중앙[폐],신용협동조합,지역신협,지역(강원),춘천중앙[폐]
00106564082,치악[폐],신용협동조합\지역신협\지역(강원)\치악[폐],신용협동조합,지역신협,지역(강원),치악[폐]
00106564102,태백장성[폐],신용협동조합\지역신협\지역(강원)\태백장성[폐],신용협동조합,지역신협,지역(강원),태백장성[폐]
00106564018,평창[폐],신용협동조합\지역신협\지역(강원)\평창[폐],신용협동조합,지역신협,지역(강원),평창[폐]
00106564043,평창대신[폐],신용협동조합\지역신협\지역(강원)\평창대신[폐],신용협동조합,지역신협,지역(강원),평창대신[폐]
00106564086,한뜻[폐],신용협동조합\지역신협\지역(강원)\한뜻[폐],신용협동조합,지역신협,지역(강원),한뜻[폐]
00106564063,한마음,신용협동조합\지역신협\지역(강원)\한마음,신용협동조합,지역신협,지역(강원),한마음
00106564077,함백[폐],신용협동조합\지역신협\지역(강원)\함백[폐],신용협동조합,지역신협,지역(강원),함백[폐]
00106564101,호반[폐],신용협동조합\지역신협\지역(강원)\호반[폐],신용협동조합,지역신협,지역(강원),호반[폐]
00106564070,홍천,신용협동조합\지역신협\지역(강원)\홍천,신용협동조합,지역신협,지역(강원),홍천
00106564112,홍천화양[폐],신용협동조합\지역신협\지역(강원)\홍천화양[폐],신용협동조합,지역신협,지역(강원),홍천화양[폐]
00106564035,화천,신용협동조합\지역신협\지역(강원)\화천,신용협동조합,지역신협,지역(강원),화천
00106564038,횡성,신용협동조합\지역신협\지역(강원)\횡성,신용협동조합,지역신협,지역(강원),횡성
00106564032,횡성강림[폐],신용협동조합\지역신협\지역(강원)\횡성강림[폐],신용협동조합,지역신협,지역(강원),횡성강림[폐]
00106564071,횡성공근[폐],신용협동조합\지역신협\지역(강원)\횡성공근[폐],신용협동조합,지역신협,지역(강원),횡성공근[폐]
00106564057,횡성월현[폐],신용협동조합\지역신협\지역(강원)\횡성월현[폐],신용협동조합,지역신협,지역(강원),횡성월현[폐]
00106564051,흥업[폐],신용협동조합\지역신협\지역(강원)\흥업[폐],신용협동조합,지역신협,지역(강원),흥업[폐]
00106563016,가나안,신용협동조합\지역신협\지역(경기)\가나안,신용협동조합,지역신협,지역(경기),가나안
00106563138,가평,신용협동조합\지역신협\지역(경기)\가평,신용협동조합,지역신협,지역(경기),가평
00106563149,경기광주,신용협동조합\지역신협\지역(경기)\경기광주,신용협동조합,지역신협,지역(경기),경기광주
00106563126,경기시흥,신용협동조합\지역신협\지역(경기)\경기시흥,신용협동조합,지역신협,지역(경기),경기시흥
00106563228,곤지암[폐],신용협동조합\지역신협\지역(경기)\곤지암[폐],신용협동조합,지역신협,지역(경기),곤지암[폐]
00106563166,광명,신용협동조합\지역신협\지역(경기)\광명,신용협동조합,지역신협,지역(경기),광명
00106563216,구리,신용협동조합\지역신협\지역(경기)\구리,신용협동조합,지역신협,지역(경기),구리
00106563198,군자[폐],신용협동조합\지역신협\지역(경기)\군자[폐],신용협동조합,지역신협,지역(경기),군자[폐]
00106563244,군포,신용협동조합\지역신협\지역(경기)\군포,신용협동조합,지역신협,지역(경기),군포
00106563008,김포,신용협동조합\지역신협\지역(경기)\김포,신용협동조합,지역신협,지역(경기),김포
00106563116,김포제일,신용협동조합\지역신협\지역(경기)\김포제일,신용협동조합,지역신협,지역(경기),김포제일
00106563009,김포한강,신용협동조합\지역신협\지역(경기)\김포한강,신용협동조합,지역신협,지역(경기),김포한강
00106563207,남부천,신용협동조합\지역신협\지역(경기)\남부천,신용협동조합,지역신협,지역(경기),남부천
00106563209,남양주[폐],신용협동조합\지역신협\지역(경기)\남양주[폐],신용협동조합,지역신협,지역(경기),남양주[폐]
00106563021,달월,신용협동조합\지역신협\지역(경기)\달월,신용협동조합,지역신협,지역(경기),달월
00106563012,대곶,신용협동조합\지역신협\지역(경기)\대곶,신용협동조합,지역신협,지역(경기),대곶
00106563120,대원,신용협동조합\지역신협\지역(경기)\대원,신용협동조합,지역신협,지역(경기),대원
00106563178,대학동[폐],신용협동조합\지역신협\지역(경기)\대학동[폐],신용협동조합,지역신협,지역(경기),대학동[폐]
